TURN 1
turn 54: Nell trust in Chief3: 3 -> 4 (friendly message)
turn 54: Nell replied to Chief3: "Good to meet you! Let's look out for each other."
turn 54: Nell received from Chief3: "Hi! Want to team up? I'm focused on survive." -> reply
turn 54: Nell trust in Chief3: 4 -> 5 (friendly message)
turn 54: Nell replied to Chief3: "Good to meet you! Let's look out for each other."
turn 54: Nell received from Chief3: "Hi! Want to team up? I'm focused on survive." -> reply
turn 54: Nell trust in Chief3: 5 -> 6 (friendly message)
turn 54: Nell replied to Chief3: "Good to meet you! Let's look out for each other."
turn 54: Nell received from Chief3: "Hi! Want to team up? I'm focused on survive." -> reply
turn 54: Nell trust in Chief3: 6 -> 7 (friendly message)
turn 54: Nell replied to Chief3: "Good to meet you! Let's look out for each other."
turn 54: Nell received from Lena: "Hi! Want to team up? I'm focused on survive." -> reply
turn 54: Nell trust in Lena: 3 -> 4 (friendly message)
turn 54: Nell replied to Lena: "Good to meet you! Let's look out for each other."
turn 54: Nell received from Chief3: "Hi! Want to team up? I'm focused on survive." -> reply
turn 54: Nell trust in Chief3: 7 -> 8 (friendly message)
turn 54: Nell replied to Chief3: "Good to meet you! Let's look out for each other."
turn 54: Nell received from Chief3: "Hi! Want to team up? I'm focused on survive." -> reply
turn 54: Nell trust in Chief3: 8 -> 9 (friendly message)
turn 54: Nell replied to Chief3: "Good to meet you! Let's look out for each other."
turn 54: Nell received from Chief3: "Hi! Want to team up? I'm focused on survive." -> reply
turn 54: Nell trust in Chief3: 9 -> 10 (friendly message)
turn 54: Nell replied to Chief3: "Good to meet you! Let's look out for each other."
turn 54: Nell received from Chief3: "Hi! Want to team up? I'm focused on survive." -> reply
turn 54: Nell trust in Chief3: 10 -> 11 (friendly message)
turn 54: Nell replied to Chief3: "Good to meet you! Let's look out for each other."
turn 54: S002M3 taught 'writing' to S003M3
turn 54: MONARCH Rex levied 0.6 from S001 by force (no consent)
turn 54: MONARCH Rex levied 0.4 from S002 by force (no consent)
turn 54: MONARCH Rex levied 0.2 from S003 by force (no consent)
turn 54: Quin was born to Iris and Milo in S002
turn 54: UPRISING in S001 — 1 risers rise against monarch Rex (3 defenders: 2 standing + 1 hired)
turn 54: S002M5 died (fell in battle)
turn 54: S002M5's estate of 6.31 escheated to Rex (no kin)
turn 54: 6.31 of S002M5's estate dropped as ground food (6 tiles, over the granary cap)
turn 54: Nell died (fell in battle)
turn 54: Chief3 inherited 2.60 from Nell
turn 54: Lena inherited 2.60 from Nell
turn 54: the UPRISING in S001 was CRUSHED — monarch Rex holds (1 guards + 1 risers fell); the survivors are cowed
turn 54: Chief2 came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 54: Chief3 came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 54: Iris came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 54: Kade came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 54: Lena came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 54: Milo came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 54: Quin took up 'knowledge is power' from Chief2
turn 54: Quin took up 'the dead watch us' from Milo
turn 54: Quin took up 'we are stronger together' from Chief2
turn 54: Quin took up 'wealth is virtue' from Chief2
turn 54: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 54: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 54: Chief2 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 54: Quin trust in Rex: 0 -> -2 (faith condemns Rex (denounced by prophet Chief2))
turn 55: Chief3 heard Nell reply: "Good to meet you! Let's look out for each other."
turn 55: Chief3 trust in Nell: 3 -> 4 (friendly reply)
turn 55: Chief3 heard Nell reply: "Good to meet you! Let's look out for each other."
turn 55: Chief3 trust in Nell: 4 -> 5 (friendly reply)
turn 55: Chief3 heard Nell reply: "Good to meet you! Let's look out for each other."
turn 55: Chief3 trust in Nell: 5 -> 6 (friendly reply)
turn 55: Chief3 heard Nell reply: "Good to meet you! Let's look out for each other."
turn 55: Chief3 trust in Nell: 6 -> 7 (friendly reply)
turn 55: Chief3 heard Nell reply: "Good to meet you! Let's look out for each other."
turn 55: Chief3 trust in Nell: 7 -> 8 (friendly reply)
turn 55: Chief3 heard Nell reply: "Good to meet you! Let's look out for each other."
turn 55: Chief3 trust in Nell: 8 -> 9 (friendly reply)
turn 55: Chief3 heard Nell reply: "Good to meet you! Let's look out for each other."
turn 55: Chief3 trust in Nell: 9 -> 10 (friendly reply)
turn 55: Chief3 heard Nell reply: "Good to meet you! Let's look out for each other."
turn 55: Chief3 trust in Nell: 10 -> 11 (friendly reply)
turn 55: Iris trust in Milo: 3 -> 6 (alliance formed)
turn 55: Milo trust in Iris: 3 -> 6 (alliance formed)
turn 55: Iris and Milo formed an ALLIANCE
turn 55: Lena heard Nell reply: "Good to meet you! Let's look out for each other."
turn 55: Lena trust in Nell: 3 -> 4 (friendly reply)
turn 55: Lena talked to Chief3: "Hi! Want to team up? I'm focused on survive."
turn 55: Iris displaced Chief2 as leader of S002 (more-trusted: 5 vs 4)
turn 55: MONARCH Rex levied 0.3 from S001 by force (no consent)
turn 55: MONARCH Rex levied 0.5 from S002 by force (no consent)
turn 55: MONARCH Rex levied 1.3 from S003 by force (no consent)
turn 55: Chief2 came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 55: Chief3 came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 55: Iris came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 55: Kade came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 55: Lena came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 55: Milo came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 55: S003M3 took up 'the strong take what they want' from S002M3
turn 55: the Faith of the Enlightened and the Watchful Dead took root in S002
turn 55: Chief2 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 55: Chief3 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 55: Quin trust in Rex: -2 -> -4 (faith condemns Rex (denounced by prophet Chief2))
turn 55: Rex mastered METALWORKING in S001
turn 55: S001 entered the Bronze Age
turn 56: Chief3 received from Lena: "Hi! Want to team up? I'm focused on survive." -> reply
turn 56: Chief3 trust in Lena: 14 -> 15 (friendly message)
turn 56: Chief3 replied to Lena: "Good to meet you! Let's look out for each other."
turn 56: Lena talked to Chief3: "Hi! Want to team up? I'm focused on survive."
turn 56: Chief2 taught 'farming' to Quin
turn 56: Chief2 taught 'fire' to Quin
turn 56: Milo taught 'hunting' to Quin
turn 56: Milo taught 'writing' to Quin
turn 56: MONARCH Rex levied 0.4 from S001 by force (no consent)
turn 56: MONARCH Rex levied 0.5 from S002 by force (no consent)
turn 56: MONARCH Rex levied 0.9 from S003 by force (no consent)
turn 56: Chief2 came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 56: Chief3 came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 56: Iris came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 56: Kade came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 56: Lena came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 56: Milo came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 56: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 56: Chief2 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 56: Quin trust in Rex: -4 -> -6 (faith condemns Rex (denounced by prophet Chief2))
turn 57: Chief3 received from Lena: "Hi! Want to team up? I'm focused on survive." -> reply
turn 57: Chief3 trust in Lena: 15 -> 16 (friendly message)
turn 57: Chief3 replied to Lena: "Good to meet you! Let's look out for each other."
turn 57: Chief3 talked to Lena: "Hi! Want to team up? I'm focused on survive."
turn 57: Lena heard Chief3 reply: "Good to meet you! Let's look out for each other."
turn 57: Lena trust in Chief3: 14 -> 15 (friendly reply)
turn 57: MONARCH Rex levied 0.4 from S001 by force (no consent)
turn 57: MONARCH Rex levied 0.6 from S002 by force (no consent)
turn 57: MONARCH Rex levied 0.8 from S003 by force (no consent)
turn 57: Orin came of age
turn 57: Rhea was born to Chief3 and Lena in S003
turn 57: S002M3 seethes under Rex's levies (discontent 6.0)
turn 57: Chief2 came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 57: Chief3 came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 57: Iris came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 57: Kade came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 57: Lena came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 57: Milo came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 57: Rhea took up 'knowledge is power' from Chief3
turn 57: Rhea took up 'the dead watch us' from Chief3
turn 57: Rhea took up 'we are stronger together' from Chief3
turn 57: Rhea took up 'wealth is virtue' from Chief3
turn 57: the Faith of the Enlightened and the Watchful Dead took root in S002
turn 57: Chief2 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 57: Chief3 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 57: Rhea trust in Rex: 0 -> -2 (faith condemns Rex (denounced by prophet Chief3))
turn 58: Chief2 died (starved)
turn 58: Iris inherited 1.27 from Chief2
turn 58: Kade inherited 1.27 from Chief2
turn 58: Milo inherited 1.27 from Chief2
turn 58: Orin inherited 1.27 from Chief2
turn 58: Chief3 proposed an alliance to Rhea (awaiting reply)
turn 58: Iris talked to Milo: "Hi! Want to team up? I'm focused on survive."
turn 58: Kade talked to Milo: "Hi! Want to team up? I'm focused on survive."
turn 58: Lena heard Chief3 reply: "Good to meet you! Let's look out for each other."
turn 58: Lena trust in Chief3: 15 -> 16 (friendly reply)
turn 58: Lena received from Chief3: "Hi! Want to team up? I'm focused on survive." -> reply
turn 58: Lena trust in Chief3: 16 -> 17 (friendly message)
turn 58: Lena replied to Chief3: "Good to meet you! Let's look out for each other."
turn 58: Orin received from Chief2: "Hi! Want to team up? I'm focused on survive." -> reply
turn 58: Orin trust in Chief2: 3 -> 4 (friendly message)
turn 58: Orin received from Chief2: "Hi! Want to team up? I'm focused on survive." -> reply
turn 58: Orin trust in Chief2: 4 -> 5 (friendly message)
turn 58: Milo taught 'tools' to Quin
turn 58: Chief3 taught 'cooking' to Rhea
turn 58: Pia taught 'farming' to Rhea
turn 58: Chief3 taught 'fire' to Rhea
turn 58: Pia taught 'hunting' to Rhea
turn 58: Chief3 taught 'metalworking' to Rhea
turn 58: Pia taught 'tools' to Rhea
turn 58: Chief3 taught 'weapons' to Rhea
turn 58: Chief3 taught 'writing' to Rhea
turn 58: RexM8 sold 0.1 food to RexM4 for 0.2 money (price 2.82/unit)
turn 58: MONARCH Rex levied 0.4 from S001 by force (no consent)
turn 58: MONARCH Rex levied 1.2 from S002 by force (no consent)
turn 58: MONARCH Rex levied 0.7 from S003 by force (no consent)
turn 58: Chief3 came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 58: Iris came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 58: Kade came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 58: Lena came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 58: Milo came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 58: Rhea took up 'the strong take what they want' from Chief3 (renouncing 'we are stronger together')
turn 58: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 58: Iris arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 58: Rhea trust in Rex: -2 -> -3 (faith condemns Rex)
turn 59: Chief3 heard Lena reply: "Good to meet you! Let's look out for each other."
turn 59: Chief3 trust in Lena: 16 -> 17 (friendly reply)
turn 59: Chief3 talked to Rhea: "Hi! Want to team up? I'm focused on survive."
turn 59: Kade talked to Iris: "Hi! Want to team up? I'm focused on survive."
turn 59: Milo received from Iris: "Hi! Want to team up? I'm focused on survive." -> reply
turn 59: Milo trust in Iris: 6 -> 7 (friendly message)
turn 59: Milo replied to Iris: "Good to meet you! Let's look out for each other."
turn 59: Milo received from Kade: "Hi! Want to team up? I'm focused on survive." -> reply
turn 59: Milo trust in Kade: 0 -> 1 (friendly message)
turn 59: Milo replied to Kade: "Good to meet you! Let's look out for each other."
turn 59: MONARCH Rex levied 0.3 from S001 by force (no consent)
turn 59: MONARCH Rex levied 0.9 from S002 by force (no consent)
turn 59: MONARCH Rex levied 0.7 from S003 by force (no consent)
turn 59: S002M3 died (old age)
turn 59: S002M3's estate of 6.38 escheated to Rex (no kin)
turn 59: 6.38 of S002M3's estate dropped as ground food (6 tiles, over the granary cap)
turn 59: Chief3 came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 59: Iris came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 59: Kade came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 59: Lena came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 59: Milo came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 59: Rhea took up 'we are stronger together' from Chief3 (renouncing 'the strong take what they want')
turn 59: the Faith of the Enlightened and the Watchful Dead took root in S002
turn 59: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 59: Iris arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 59: Chief3 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 59: Rhea trust in Rex: -3 -> -5 (faith condemns Rex (denounced by prophet Chief3))
turn 59: Iris mastered METALWORKING in S002
turn 59: S002 entered the Bronze Age
turn 60: Chief3 talked to Lena: "Hi! Want to team up? I'm focused on survive."
turn 60: Iris received from Kade: "Hi! Want to team up? I'm focused on survive." -> reply
turn 60: Iris trust in Kade: 7 -> 8 (friendly message)
turn 60: Iris replied to Kade: "Good to meet you! Let's look out for each other."
turn 60: Iris heard Milo reply: "Good to meet you! Let's look out for each other."
turn 60: Iris trust in Milo: 6 -> 7 (friendly reply)
turn 60: Kade heard Milo reply: "Good to meet you! Let's look out for each other."
turn 60: Kade trust in Milo: 0 -> 1 (friendly reply)
turn 60: Lena talked to Chief3: "Hi! Want to team up? I'm focused on survive."
turn 60: Milo died (starved)
turn 60: Quin inherited 5.81 from Milo
turn 60: Iris taught 'metalworking' to Kade
turn 60: RexM4 taught 'cooking' to RexM8
turn 60: MONARCH Rex levied 0.4 from S001 by force (no consent)
turn 60: MONARCH Rex levied 0.5 from S002 by force (no consent)
turn 60: MONARCH Rex levied 0.4 from S003 by force (no consent)
turn 60: Chief3 came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 60: Iris came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 60: Kade came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 60: Lena came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 60: Rhea took up 'the strong take what they want' from Chief3 (renouncing 'we are stronger together')
turn 60: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 60: Iris arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 60: Rhea trust in Rex: -5 -> -6 (faith condemns Rex)
turn 61: Chief3 received from Lena: "Hi! Want to team up? I'm focused on survive." -> reply
turn 61: Chief3 trust in Lena: 17 -> 18 (friendly message)
turn 61: Chief3 replied to Lena: "Good to meet you! Let's look out for each other."
turn 61: Iris proposed an alliance to Orin (awaiting reply)
turn 61: Kade heard Iris reply: "Good to meet you! Let's look out for each other."
turn 61: Kade trust in Iris: 7 -> 8 (friendly reply)
turn 61: Lena received from Chief3: "Hi! Want to team up? I'm focused on survive." -> reply
turn 61: Lena trust in Chief3: 17 -> 18 (friendly message)
turn 61: Lena replied to Chief3: "Good to meet you! Let's look out for each other."
turn 61: Orin trust in Iris: 3 -> 6 (alliance formed)
turn 61: Iris trust in Orin: 3 -> 6 (alliance formed)
turn 61: Orin and Iris formed an ALLIANCE
turn 61: Kade taught 'metalworking' to Orin
turn 61: MONARCH Rex levied 0.4 from S001 by force (no consent)
turn 61: MONARCH Rex levied 0.4 from S002 by force (no consent)
turn 61: MONARCH Rex levied 0.3 from S003 by force (no consent)
turn 61: UPRISING in S003 — 1 risers rise against monarch Rex (1 defenders: 0 standing + 1 hired)
turn 61: Chief3 died (fell in battle)
turn 61: Lena inherited 1.80 from Chief3
turn 61: Pia inherited 1.80 from Chief3
turn 61: Rhea inherited 1.80 from Chief3
turn 61: Lena died (fell in battle)
turn 61: Pia inherited 5.88 from Lena
turn 61: Rhea inherited 5.88 from Lena
turn 61: the UPRISING in S003 was CRUSHED — monarch Rex holds (1 guards + 1 risers fell); the survivors are cowed
turn 61: Iris came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 61: Kade came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 61: Orin came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 61: the Faith of the Enlightened and the Watchful Dead took root in S002
turn 61: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 61: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 61: Iris arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 62: Orin talked to Kade: "Hi! Want to team up? I'm focused on survive."
turn 62: RexM8 sold 0.0 food to RexM4 for 0.0 money (price 1.82/unit)
turn 62: Chief3 lost legitimacy as leader of S003 (following fell below 2)
turn 62: MONARCH Rex levied 0.4 from S001 by force (no consent)
turn 62: MONARCH Rex levied 0.3 from S002 by force (no consent)
turn 62: MONARCH Rex levied 1.1 from S003 by force (no consent)
turn 62: Iris came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 62: Kade came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 62: Orin came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 62: Rhea came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 62: the Faith of the Enlightened and the Watchful Dead took root in S002
turn 62: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 62: Iris arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 62: Rex devised WRITING in S001
turn 63: Kade received from Orin: "Hi! Want to team up? I'm focused on survive." -> reply
turn 63: Kade trust in Orin: 0 -> 1 (friendly message)
turn 63: Kade replied to Orin: "Good to meet you! Let's look out for each other."
turn 63: Kade talked to Orin: "Hi! Want to team up? I'm focused on survive."
turn 63: MONARCH Rex levied 0.4 from S001 by force (no consent)
turn 63: MONARCH Rex levied 0.3 from S002 by force (no consent)
turn 63: MONARCH Rex levied 0.9 from S003 by force (no consent)
turn 63: Pia came of age
turn 63: Iris came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 63: Kade came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 63: Orin came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 63: the Faith of the Enlightened and the Watchful Dead took root in S002
turn 63: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 63: Iris arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 63: RexM8 mastered METALWORKING in S001
turn 64: Kade talked to Iris: "Hi! Want to team up? I'm focused on survive."
turn 64: Orin heard Kade reply: "Good to meet you! Let's look out for each other."
turn 64: Orin trust in Kade: 0 -> 1 (friendly reply)
turn 64: Orin received from Kade: "Hi! Want to team up? I'm focused on survive." -> reply
turn 64: Orin trust in Kade: 1 -> 2 (friendly message)
turn 64: Orin replied to Kade: "Good to meet you! Let's look out for each other."
turn 64: MONARCH Rex levied 0.3 from S001 by force (no consent)
turn 64: MONARCH Rex levied 0.3 from S002 by force (no consent)
turn 64: MONARCH Rex levied 0.7 from S003 by force (no consent)
turn 64: Iris came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 64: Kade came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 64: Orin came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 64: the Faith of the Enlightened and the Watchful Dead took root in S002
turn 64: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 64: Iris arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 65: Iris received from Kade: "Hi! Want to team up? I'm focused on survive." -> reply
turn 65: Iris trust in Kade: 8 -> 9 (friendly message)
turn 65: Iris replied to Kade: "Good to meet you! Let's look out for each other."
turn 65: Kade heard Orin reply: "Good to meet you! Let's look out for each other."
turn 65: Kade trust in Orin: 1 -> 2 (friendly reply)
turn 65: Kade proposed an alliance to Orin (awaiting reply)
turn 65: MONARCH Rex levied 0.3 from S001 by force (no consent)
turn 65: MONARCH Rex levied 0.3 from S002 by force (no consent)
turn 65: MONARCH Rex levied 0.6 from S003 by force (no consent)
turn 65: Rex died (old age)
turn 65: the line of Rex is extinguished; the crown of [monarch of S001; monarch of S002; monarch of S003; king of the realm of S001, S002, S003] lies vacant
turn 65: Rex's estate of 372.42 vanished (no heir)
turn 65: Iris came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 65: Kade came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 65: Orin came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 65: the Faith of the Enlightened and the Watchful Dead took root in S002
turn 65: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 65: Iris arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 66: Iris talked to Kade: "Hi! Want to team up? I'm focused on survive."
turn 66: Kade heard Iris reply: "Good to meet you! Let's look out for each other."
turn 66: Kade trust in Iris: 8 -> 9 (friendly reply)
turn 66: Kade talked to Iris: "Hi! Want to team up? I'm focused on survive."
turn 66: the coalition against Rex DISSOLVED — the threat has passed; old rivalries resurface
turn 66: Iris came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 66: Kade came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 66: Orin came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 66: the Faith of the Enlightened and the Watchful Dead took root in S002
turn 66: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 66: Iris arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 67: Iris received from Kade: "Hi! Want to team up? I'm focused on survive." -> reply
turn 67: Iris trust in Kade: 9 -> 10 (friendly message)
turn 67: Iris replied to Kade: "Good to meet you! Let's look out for each other."
turn 67: Iris talked to Kade: "Hi! Want to team up? I'm focused on survive."
turn 67: Kade received from Iris: "Hi! Want to team up? I'm focused on survive." -> reply
turn 67: Kade trust in Iris: 9 -> 10 (friendly message)
turn 67: Kade replied to Iris: "Good to meet you! Let's look out for each other."
turn 67: Pia talked to Rhea: "Hi! Want to team up? I'm focused on survive."
turn 67: Iris came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 67: Kade came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 67: Orin came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 67: Pia came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 67: the Faith of the Enlightened and the Watchful Dead took root in S002
turn 67: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 67: Iris arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 68: Iris heard Kade reply: "Good to meet you! Let's look out for each other."
turn 68: Iris trust in Kade: 10 -> 11 (friendly reply)
turn 68: Iris talked to Orin: "Hi! Want to team up? I'm focused on survive."
turn 68: Kade heard Iris reply: "Good to meet you! Let's look out for each other."
turn 68: Kade trust in Iris: 10 -> 11 (friendly reply)
turn 68: Kade received from Iris: "Hi! Want to team up? I'm focused on survive." -> reply
turn 68: Kade trust in Iris: 11 -> 12 (friendly message)
turn 68: Kade replied to Iris: "Good to meet you! Let's look out for each other."
turn 68: Iris came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 68: Kade came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 68: Orin came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 68: Pia came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 68: the Faith of the Enlightened and the Watchful Dead took root in S002
turn 68: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 68: Iris arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 69: Iris heard Kade reply: "Good to meet you! Let's look out for each other."
turn 69: Iris trust in Kade: 11 -> 12 (friendly reply)
turn 69: Kade talked to Iris: "Hi! Want to team up? I'm focused on survive."
turn 69: Orin received from Iris: "Hi! Want to team up? I'm focused on survive." -> reply
turn 69: Orin trust in Iris: 6 -> 7 (friendly message)
turn 69: Orin replied to Iris: "Good to meet you! Let's look out for each other."
turn 69: S003M5 died (old age)
turn 69: S003M5's estate of 7.00 vanished (no heir)
turn 69: Iris came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 69: Kade came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 69: Orin came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 69: Pia came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 69: the Faith of the Enlightened and the Watchful Dead took root in S002
turn 69: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 69: Iris arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 70: Iris received from Kade: "Hi! Want to team up? I'm focused on survive." -> reply
turn 70: Iris trust in Kade: 12 -> 13 (friendly message)
turn 70: Iris replied to Kade: "Good to meet you! Let's look out for each other."
turn 70: Iris heard Orin reply: "Good to meet you! Let's look out for each other."
turn 70: Iris trust in Orin: 6 -> 7 (friendly reply)
turn 70: Kade talked to Iris: "Hi! Want to team up? I'm focused on survive."
turn 70: Orin died (starved)
turn 70: Iris inherited 2.07 from Orin
turn 70: Quin came of age
turn 70: Iris came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 70: Kade came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 70: Pia came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 70: the Faith of the Enlightened and the Watchful Dead took root in S002
turn 70: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 70: Iris arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 71: Iris received from Kade: "Hi! Want to team up? I'm focused on survive." -> reply
turn 71: Iris trust in Kade: 13 -> 14 (friendly message)
turn 71: Iris replied to Kade: "Good to meet you! Let's look out for each other."
turn 71: Iris talked to Kade: "Hi! Want to team up? I'm focused on survive."
turn 71: Kade heard Iris reply: "Good to meet you! Let's look out for each other."
turn 71: Kade trust in Iris: 12 -> 13 (friendly reply)
turn 71: Rhea died (starved)
turn 71: Pia inherited 6.10 from Rhea
turn 71: Iris came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 71: Kade came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 71: Pia came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 71: the Faith of the Enlightened and the Watchful Dead took root in S002
turn 71: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 71: Iris arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 72: Kade heard Iris reply: "Good to meet you! Let's look out for each other."
turn 72: Kade trust in Iris: 13 -> 14 (friendly reply)
turn 72: Kade received from Iris: "Hi! Want to team up? I'm focused on survive." -> reply
turn 72: Kade trust in Iris: 14 -> 15 (friendly message)
turn 72: Kade replied to Iris: "Good to meet you! Let's look out for each other."
turn 72: Iris came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 72: Kade came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 72: Pia came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 72: the Faith of the Enlightened and the Watchful Dead took root in S002
turn 72: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 72: Iris arose as prophet of the Faith of the Enlightened and the Watchful Dead
